"ID","Gemeinde","Text","Staerkste_Partei"
5437,"Saubraz VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5451,"Avenches VD","#Party_1_partei_bezeichnung_de hat sich in diesem Jahr von Rang #Party_1_rank_in_commune_prev auf den Spitzenplatz verbessert in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SP"
5456,"Cudrefin VD","#Party_1_partei_bezeichnung_de hat sich in diesem Jahr von Rang #Party_1_rank_in_commune_prev auf den Spitzenplatz verbessert in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","SP"
5458,"Faoug VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5464,"Vully-les-Lacs VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5471,"Bettens VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
5472,"Bournens VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5473,"Boussens VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5474,"La Chaux (Cossonay) VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5475,"Chavannes-le-Veyron VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","SVP"
5476,"Chevilly VD","Intro_unchanged_big_fall_percentage Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","FDP"
5477,"Cossonay VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SP"
5478,"Cottens VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","FDP"
5479,"Cuarnens VD","Neu ist in #Gemeinde_d die #Party_1_partei_bezeichnung_de stärkste Kraft (Rang vor vier Jahren: #Party_1_rank_in_commune_prev). Bei den diesjährigen Nationalratswahlen vereinigte sie #Party_1_partei_staerke Prozent der Stimmen auf sich. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5480,"Daillens VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d). Besonders ist: Die Grünen haben in der Gemeinde das höchste Resultat des Kantons erzielt.","Grüne"
5481,"Dizy VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5482,"Eclépens VD","In #Gemeinde_d ist neu die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei. Sie holte #Party_1_partei_staerke Prozent aller Stimmen. Vor vier Jahren war die Partei noch auf Rang #Party_1_rank_in_commune_prev. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5483,"Ferreyres VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","Grüne"
5484,"Gollion VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","SVP"
5485,"Grancy VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","FDP"
5486,"L'Isle VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
5487,"Lussery-Villars VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","SVP"
5488,"Mauraz VD","Spec_small_community   Speziell: In keiner anderen Gemeinde des Kantons war die GLP schwächer.","SVP"
5489,"Mex VD","Neue stärkste Kraft in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de hat mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d) die meisten Stimmen geholt und verbessert sich damit von Rang #Party_1_rank_in_commune_prev auf den ersten Platz. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","SVP"
5490,"Moiry VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","Grüne"
5491,"Mont-la-Ville VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5492,"Montricher VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
5493,"Orny VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","SVP"
5494,"Pampigny VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","Grüne"
5495,"Penthalaz VD","#Party_1_partei_bezeichnung_de hat sich in diesem Jahr von Rang #Party_1_rank_in_commune_prev auf den Spitzenplatz verbessert in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5496,"Penthaz VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","SP"
5497,"Pompaples VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5498,"La Sarraz VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5499,"Senarclens VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5500,"Sévery VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","FDP"
5501,"Sullens VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
5503,"Vufflens-la-Ville VD","#Party_1_partei_bezeichnung_de hat sich in diesem Jahr von Rang #Party_1_rank_in_commune_prev auf den Spitzenplatz verbessert in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5511,"Assens VD","Neu ist in #Gemeinde_d die #Party_1_partei_bezeichnung_de stärkste Kraft (Rang vor vier Jahren: #Party_1_rank_in_commune_prev). Bei den diesjährigen Nationalratswahlen vereinigte sie #Party_1_partei_staerke Prozent der Stimmen auf sich. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5512,"Bercher VD","Alles bleibt beim Alten in #Gemeinde_d: Die drei stärksten Parteien haben ihre Spitzenplätze in unveränderter Reihenfolge verteidigt: Die #Party_1_partei_bezeichnung_de geht mit #Party_1_partei_staerke Prozent (#Party_2_plus_minus_d) wiederum als stärkste Kraft aus den Nationalratswahlen. Zweitstärkste Partei ist die #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d), drittstärkste die #Party_3_partei_bezeichnung_de (#Party_3_partei_staerke Prozent, #Party_3_plus_minus_d).  ","FDP"
5513,"Bioley-Orjulaz VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5514,"Bottens VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5515,"Bretigny-sur-Morrens VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","Grüne"
5516,"Cugy VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","FDP"
5518,"Echallens VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","FDP"
