"ID","Gemeinde_fr","Tabelle_fr","Staerkste_Partei"
5566,"Provence (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r167tab_r2#547d34tab_r3$td£$b£44.6%$/b£$/td£§+8.5$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.4%$/b£$/td£§-8.4$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.8%$/b£$/td£§+6.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.9%$/b£$/td£§-8.8$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.3%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PST-POP$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.6%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£Centre$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.6%$/b£$/td£§+1.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£130$/b£$br£Taux de participation: $b£45.4%$/b£ (+3.5%)","SVP"
5568,"Sainte-Croix (VD)","Résultats non encore disponibles.","no_data"
5571,"Tévenon (VD)","tab_h_fr$tr£$td£PS$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£26.3%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.8%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£13.8%$/b£$/td£§-9.3$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.8%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PST-POP$/td£tab_r110tab_r2#792a8ftab_r3$td£$b£6.4%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.3%$/b£$/td£§+3.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£239$/b£$br£Taux de participation: $b£41.2%$/b£ (-4.3%)","SP"
5581,"Belmont-sur-Lausanne (VD)","Résultats non encore disponibles.","no_data"
5582,"Cheseaux-sur-Lausanne (VD)","Résultats non encore disponibles.","no_data"
5583,"Crissier (VD)","Résultats non encore disponibles.","no_data"
5584,"Epalinges (VD)","Résultats non encore disponibles.","no_data"
5585,"Jouxtens-Mézery (VD)","Résultats non encore disponibles.","no_data"
5586,"Lausanne (VD)","Résultats non encore disponibles.","no_data"
5587,"Le Mont-sur-Lausanne (VD)","Résultats non encore disponibles.","no_data"
5588,"Paudex (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r144tab_r2#6268AFtab_r3$td£$b£29.5%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.6%$/b£$/td£§+7.6$/td£$/tr£$tr£$td£UDC$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.7%$/b£$/td£§+5.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.4%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£Centre$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.6%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PST-POP$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.2%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£350$/b£$br£Taux de participation: $b£42.7%$/b£ (-3.1%)","FDP"
5589,"Prilly (VD)","Résultats non encore disponibles.","no_data"
5590,"Pully (VD)","Résultats non encore disponibles.","no_data"
5591,"Renens (VD)","Résultats non encore disponibles.","no_data"
5592,"Romanel-sur-Lausanne (VD)","Résultats non encore disponibles.","no_data"
5601,"Chexbres (VD)","Résultats non encore disponibles.","no_data"
5604,"Forel (Lavaux) (VD)","Résultats non encore disponibles.","no_data"
5606,"Lutry (VD)","Résultats non encore disponibles.","no_data"
5607,"Puidoux (VD)","Résultats non encore disponibles.","no_data"
5609,"Rivaz (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.5%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.2%$/b£$/td£§+5.6$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£16.0%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.0%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§-5.4$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.3%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PST-POP$/td£tab_r16tab_r2#792a8ftab_r3$td£$b£3.8%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£140$/b£$br£Taux de participation: $b£58.8%$/b£ (+1.2%)","FDP"
5610,"Saint-Saphorin (Lavaux) (VD)","Résultats non encore disponibles.","no_data"
5611,"Savigny (VD)","Résultats non encore disponibles.","no_data"
5613,"Bourg-en-Lavaux (VD)","Résultats non encore disponibles.","no_data"
5621,"Aclens (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.8%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£UDC$/td£tab_r134tab_r2#547d34tab_r3$td£$b£22.7%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.5%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.6%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£Centre$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£7.8%$/b£$/td£§+7.3$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.8%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£PST-POP$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.5%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£164$/b£$br£Taux de participation: $b£48.4%$/b£ (+2.0%)","FDP"
5622,"Bremblens (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.5%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.1%$/b£$/td£§-4.1$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.1%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PVL$/td£tab_r119tab_r2#cbd401tab_r3$td£$b£12.6%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.5%$/b£$/td£§-6.4$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.1%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£177$/b£$br£Taux de participation: $b£44.3%$/b£ (-3.0%)","SVP"
5623,"Buchillon (VD)","Résultats non encore disponibles.","no_data"
5624,"Bussigny (VD)","Résultats non encore disponibles.","no_data"
5627,"Chavannes-près-Renens (VD)","Résultats non encore disponibles.","no_data"
5628,"Chigny (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£28.9%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.4%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£PVL$/td£tab_r127tab_r2#cbd401tab_r3$td£$b£17.7%$/b£$/td£§+7.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r125tab_r2#26b300tab_r3$td£$b£16.9%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£UDC$/td£tab_r116tab_r2#547d34tab_r3$td£$b£11.0%$/b£$/td£§-4.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£113$/b£$br£Taux de participation: $b£45.7%$/b£ (-3.0%)","FDP"
5629,"Clarmont (VD)","tab_h_fr$tr£$td£PS$/td£tab_r146tab_r2#ea546ftab_r3$td£$b£31.0%$/b£$/td£§+8.6$/td£$/tr£$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.9%$/b£$/td£§+9.9$/td£$/tr£$tr£$td£PLR$/td£tab_r130tab_r2#6268AFtab_r3$td£$b£19.8%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.7%$/b£$/td£§-16.1$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.9%$/b£$/td£§-5.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£57$/b£$br£Taux de participation: $b£41.3%$/b£ (+3.2%)","SP"
5631,"Denens (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r149tab_r2#6268AFtab_r3$td£$b£32.9%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£21.0%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£17.0%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.8%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.7%$/b£$/td£§-9.6$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.3%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£257$/b£$br£Taux de participation: $b£51.8%$/b£ (-0.6%)","FDP"
5632,"Denges (VD)","Résultats non encore disponibles.","no_data"
5633,"Echandens (VD)","Résultats non encore disponibles.","no_data"
5634,"Echichens (VD)","Résultats non encore disponibles.","no_data"
5635,"Ecublens (VD)","Résultats non encore disponibles.","no_data"
5636,"Etoy (VD)","tab_h_fr$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.1%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.9%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£UDC$/td£tab_r122tab_r2#547d34tab_r3$td£$b£14.7%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r122tab_r2#cbd401tab_r3$td£$b£14.6%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.3%$/b£$/td£§-8.6$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.5%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£704$/b£$br£Taux de participation: $b£44.6%$/b£ (-2.8%)","SP"
5637,"Lavigny (VD)","Résultats non encore disponibles.","no_data"
5638,"Lonay (VD)","Résultats non encore disponibles.","no_data"
5639,"Lully (VD)","Résultats non encore disponibles.","no_data"
5640,"Lussy-sur-Morges (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r133tab_r2#6268AFtab_r3$td£$b£22.3%$/b£$/td£§-7.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r130tab_r2#26b300tab_r3$td£$b£19.9%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.9%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£PVL$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.2%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£UDC$/td£tab_r118tab_r2#547d34tab_r3$td£$b£12.0%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.0%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£PST-POP$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.4%$/b£$/td£§+1.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£251$/b£$br£Taux de participation: $b£55.2%$/b£ (+4.0%)","FDP"
5642,"Morges (VD)","Résultats non encore disponibles.","no_data"
5643,"Préverenges (VD)","tab_h_fr$tr£$td£PS$/td£tab_r143tab_r2#ea546ftab_r3$td£$b£28.9%$/b£$/td£§+6.1$/td£$/tr£$tr£$td£PLR$/td£tab_r136tab_r2#6268AFtab_r3$td£$b£24.1%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£UDC$/td£tab_r123tab_r2#547d34tab_r3$td£$b£15.3%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.3%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.9%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.7%$/b£$/td£§+1.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£1'203$/b£$br£Taux de participation: $b£42.4%$/b£ (-0.5%)","SP"
5645,"Romanel-sur-Morges (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r153tab_r2#6268AFtab_r3$td£$b£35.5%$/b£$/td£§-2.5$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.1%$/b£$/td£§+7.5$/td£$/tr£$tr£$td£UDC$/td£tab_r123tab_r2#547d34tab_r3$td£$b£15.4%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£PVL$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£12.2%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.1%$/b£$/td£§-4.2$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.9%$/b£$/td£§+2.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£176$/b£$br£Taux de participation: $b£55.6%$/b£ (+4.9%)","FDP"
5646,"Saint-Prex (VD)","Résultats non encore disponibles.","no_data"
5648,"Saint-Sulpice (VD)","Résultats non encore disponibles.","no_data"
5649,"Tolochenaz (VD)","Résultats non encore disponibles.","no_data"
5650,"Vaux-sur-Morges (VD)","Résultats non encore disponibles.","no_data"
5651,"Villars-Sainte-Croix (VD)","Résultats non encore disponibles.","no_data"
5652,"Villars-sous-Yens (VD)","Résultats non encore disponibles.","no_data"
5653,"Vufflens-le-Château (VD)","Résultats non encore disponibles.","no_data"
5654,"Vullierens (VD)","Résultats non encore disponibles.","no_data"
5655,"Yens (VD)","Résultats non encore disponibles.","no_data"
5656,"Hautemorges (VD)","Résultats non encore disponibles.","no_data"
5661,"Boulens (VD)","Résultats non encore disponibles.","no_data"
5663,"Bussy-sur-Moudon (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r153tab_r2#547d34tab_r3$td£$b£35.4%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.3%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.5%$/b£$/td£§-6.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.7%$/b£$/td£§-10.0$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.7%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£Divers$/td£tab_r18tab_r2#bebebetab_r3$td£$b£5.1%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.9%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£71$/b£$br£Taux de participation: $b£44.2%$/b£ (-0.1%)","SVP"
5665,"Chavannes-sur-Moudon (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r177tab_r2#547d34tab_r3$td£$b£51.4%$/b£$/td£§+7.6$/td£$/tr£$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.3%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.3%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.7%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£81$/b£$br£Taux de participation: $b£49.4%$/b£ (-5.6%)","SVP"
5669,"Curtilles (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r158tab_r2#547d34tab_r3$td£$b£38.6%$/b£$/td£§+12.4$/td£$/tr£$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£25.0%$/b£$/td£§+10.4$/td£$/tr£$tr£$td£PLR$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.6%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.9%$/b£$/td£§-15.2$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.8%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.4%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£115$/b£$br£Taux de participation: $b£50.4%$/b£ (+3.3%)","SVP"
5671,"Dompierre (VD)","Résultats non encore disponibles.","no_data"
5673,"Hermenches (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r152tab_r2#547d34tab_r3$td£$b£34.5%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PLR$/td£tab_r152tab_r2#6268AFtab_r3$td£$b£34.5%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.3%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r112tab_r2#26b300tab_r3$td£$b£7.8%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.9%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.7%$/b£$/td£§-1.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£130$/b£$br£Taux de participation: $b£46.3%$/b£ (-1.7%)","SVP"
5674,"Lovatens (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r136tab_r2#547d34tab_r3$td£$b£24.1%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r132tab_r2#26b300tab_r3$td£$b£21.3%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£19.9%$/b£$/td£§+6.8$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.5%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£Centre$/td£tab_r116tab_r2#f39f5etab_r3$td£$b£10.7%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.2%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£47$/b£$br£Taux de participation: $b£45.1%$/b£ (+0.1%)","SVP"
5675,"Lucens (VD)","Résultats non encore disponibles.","no_data"
5678,"Moudon (VD)","Résultats non encore disponibles.","no_data"
5680,"Ogens (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r146tab_r2#6268AFtab_r3$td£$b£30.8%$/b£$/td£§+10.5$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.8%$/b£$/td£§-8.5$/td£$/tr£$tr£$td£PS$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.1%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§-11.4$/td£$/tr£$tr£$td£PST-POP$/td£tab_r17tab_r2#792a8ftab_r3$td£$b£4.9%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.7%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.3%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£98$/b£$br£Taux de participation: $b£43.9%$/b£ (+1.5%)","FDP"
5683,"Prévonloup (VD)","tab_h_fr$tr£$td£PS$/td£tab_r152tab_r2#ea546ftab_r3$td£$b£34.3%$/b£$/td£§+7.6$/td£$/tr£$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.4%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.2%$/b£$/td£§-7.2$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.2%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.9%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r16tab_r2#26b300tab_r3$td£$b£4.3%$/b£$/td£§-11.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£70$/b£$br£Taux de participation: $b£44.9%$/b£ (+5.3%)","SP"
5684,"Rossenges (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r191tab_r2#6268AFtab_r3$td£$b£60.5%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£UDC$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.4%$/b£$/td£§+6.8$/td£$/tr£$tr£$td£PS$/td£tab_r114tab_r2#ea546ftab_r3$td£$b£9.1%$/b£$/td£§+8.9$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£6.3%$/b£$/td£§-6.9$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.2%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£27$/b£$br£Taux de participation: $b£50.9%$/b£ (-3.4%)","FDP"
5688,"Syens (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r155tab_r2#547d34tab_r3$td£$b£36.5%$/b£$/td£§+8.0$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.4%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.9%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.4%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£5.9%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.4%$/b£$/td£§+0.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£43$/b£$br£Taux de participation: $b£43.9%$/b£ (-5.6%)","SVP"
5690,"Villars-le-Comte (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£35.9%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PLR$/td£tab_r144tab_r2#6268AFtab_r3$td£$b£29.0%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PS$/td£tab_r117tab_r2#ea546ftab_r3$td£$b£11.3%$/b£$/td£§-7.5$/td£$/tr£$tr£$td£Centre$/td£tab_r115tab_r2#f39f5etab_r3$td£$b£10.2%$/b£$/td£§+6.6$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.8%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.5%$/b£$/td£§-5.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£46$/b£$br£Taux de participation: $b£44.7%$/b£ (-1.8%)","SVP"
5692,"Vucherens (VD)","Résultats non encore disponibles.","no_data"
5693,"Montanaire (VD)","Résultats non encore disponibles.","no_data"
5701,"Arnex-sur-Nyon (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r156tab_r2#6268AFtab_r3$td£$b£37.2%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£16.2%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PVL$/td£tab_r123tab_r2#cbd401tab_r3$td£$b£15.4%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.7%$/b£$/td£§+5.9$/td£$/tr£$tr£$td£Centre$/td£tab_r114tab_r2#f39f5etab_r3$td£$b£9.3%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.2%$/b£$/td£§-8.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£53$/b£$br£Taux de participation: $b£35.1%$/b£ (-11.3%)","FDP"
5702,"Arzier-Le Muids (VD)","Résultats non encore disponibles.","no_data"
5703,"Bassins (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£25.9%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.9%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.6%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.4%$/b£$/td£§-6.7$/td£$/tr£$tr£$td£PVL$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.5%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.1%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£410$/b£$br£Taux de participation: $b£49.0%$/b£ (+2.3%)","SVP"
5704,"Begnins (VD)","Résultats non encore disponibles.","no_data"
5705,"Bogis-Bossey (VD)","Résultats non encore disponibles.","no_data"
