"ID","Gemeinde_it","Tabelle_it","Staerkste_Partei"
6239,"Icogne VS","tab_h_it$tr£$td£Centro$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.0%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£18.1%$/b£$/td£§-6.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r126tab_r2#26b300tab_r3$td£$b£17.3%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£UDC$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.6%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.9%$/b£$/td£§-2.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£185$/b£$br£Tasso di partecipazione: $b£46.6%$/b£ (-6.4%)","Mitte"
6240,"Lens VS","tab_h_it$tr£$td£Centro$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.2%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.7%$/b£$/td£§+6.5$/td£$/tr£$tr£$td£PLR$/td£tab_r129tab_r2#6268AFtab_r3$td£$b£19.2%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.2%$/b£$/td£§-4.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.3%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£3.8%$/b£$/td£§+3.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'271$/b£$br£Tasso di partecipazione: $b£52.0%$/b£ (-9.4%)","Mitte"
6246,"Saint-Léonard VS","tab_h_it$tr£$td£Centro$/td£tab_r150tab_r2#f39f5etab_r3$td£$b£33.7%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£PLR$/td£tab_r133tab_r2#6268AFtab_r3$td£$b£21.8%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£UDC$/td£tab_r130tab_r2#547d34tab_r3$td£$b£19.9%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£PS$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.6%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£8.2%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£857$/b£$br£Tasso di partecipazione: $b£52.1%$/b£ (-9.4%)","Mitte"
6248,"Siders VS","Risultato non ancora disponibile.","no_data"
6252,"Anniviers VS","tab_h_it$tr£$td£Centro$/td£tab_r162tab_r2#f39f5etab_r3$td£$b£41.4%$/b£$/td£§+4.1$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.1%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£16.1%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.5%$/b£$/td£§-5.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r112tab_r2#26b300tab_r3$td£$b£8.2%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'069$/b£$br£Tasso di partecipazione: $b£61.2%$/b£ (+1.2%)","Mitte"
6253,"Crans-Montana VS","tab_h_it$tr£$td£Centro$/td£tab_r146tab_r2#f39f5etab_r3$td£$b£30.4%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£UDC$/td£tab_r136tab_r2#547d34tab_r3$td£$b£23.8%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.6%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.4%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.4%$/b£$/td£§-2.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'819$/b£$br£Tasso di partecipazione: $b£50.7%$/b£ (-7.4%)","Mitte"
6254,"Noble-Contrée VS","tab_h_it$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.4%$/b£$/td£§-9.9$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.2%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£Centro$/td£tab_r133tab_r2#f39f5etab_r3$td£$b£21.8%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£17.9%$/b£$/td£§+7.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.5%$/b£$/td£§-3.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'850$/b£$br£Tasso di partecipazione: $b£60.4%$/b£ (-7.0%)","FDP"
6261,"Arbaz VS","tab_h_it$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.2%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£Centro$/td£tab_r133tab_r2#f39f5etab_r3$td£$b£22.0%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r132tab_r2#26b300tab_r3$td£$b£21.3%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.5%$/b£$/td£§-5.2$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£7.8%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.7%$/b£$/td£§+3.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£531$/b£$br£Tasso di partecipazione: $b£54.6%$/b£ (-7.8%)","SVP"
6263,"Grimisuat VS","tab_h_it$tr£$td£Centro$/td£tab_r138tab_r2#f39f5etab_r3$td£$b£25.6%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£UDC$/td£tab_r133tab_r2#547d34tab_r3$td£$b£21.7%$/b£$/td£§+8.3$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.7%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r124tab_r2#6268AFtab_r3$td£$b£15.8%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r123tab_r2#26b300tab_r3$td£$b£15.2%$/b£$/td£§-4.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'318$/b£$br£Tasso di partecipazione: $b£53.4%$/b£ (-6.7%)","Mitte"
6265,"Savièse VS","tab_h_it$tr£$td£Centro$/td£tab_r138tab_r2#f39f5etab_r3$td£$b£25.2%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.3%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.1%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.6%$/b£$/td£§-7.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.7%$/b£$/td£§-1.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£3'096$/b£$br£Tasso di partecipazione: $b£54.9%$/b£ (-9.2%)","Mitte"
6266,"Sitten VS","Risultato non ancora disponibile.","no_data"
6267,"Veysonnaz VS","tab_h_it$tr£$td£Centro$/td£tab_r146tab_r2#f39f5etab_r3$td£$b£30.4%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.2%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£15.7%$/b£$/td£§+9.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.4%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PLR$/td£tab_r114tab_r2#6268AFtab_r3$td£$b£9.1%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.1%$/b£$/td£§+3.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£185$/b£$br£Tasso di partecipazione: $b£50.9%$/b£ (-10.9%)","Mitte"
6281,"Baltschieder VS","tab_h_it$tr£$td£Centro$/td£tab_r174tab_r2#f39f5etab_r3$td£$b£49.4%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£UDC$/td£tab_r149tab_r2#547d34tab_r3$td£$b£32.8%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PS$/td£tab_r110tab_r2#ea546ftab_r3$td£$b£6.6%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.0%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r17tab_r2#26b300tab_r3$td£$b£4.5%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£555$/b£$br£Tasso di partecipazione: $b£59.0%$/b£ (-0.2%)","Mitte"
6282,"Eisten VS","tab_h_it$tr£$td£Centro$/td£tab_r169tab_r2#f39f5etab_r3$td£$b£46.0%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£UDC$/td£tab_r166tab_r2#547d34tab_r3$td£$b£44.1%$/b£$/td£§-6.5$/td£$/tr£$tr£$td£PS$/td£tab_r18tab_r2#ea546ftab_r3$td£$b£5.4%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.4%$/b£$/td£§+3.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£88$/b£$br£Tasso di partecipazione: $b£55.6%$/b£ (-11.0%)","Mitte"
6283,"Embd VS","tab_h_it$tr£$td£Centro$/td£tab_r174tab_r2#f39f5etab_r3$td£$b£49.6%$/b£$/td£§-12.7$/td£$/tr£$tr£$td£UDC$/td£tab_r169tab_r2#547d34tab_r3$td£$b£46.0%$/b£$/td£§+13.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£137$/b£$br£Tasso di partecipazione: $b£57.5%$/b£ (-2.8%)","Mitte"
6285,"Grächen VS","tab_h_it$tr£$td£Centro$/td£tab_r193tab_r2#f39f5etab_r3$td£$b£61.7%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.6%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£PS$/td£tab_r15tab_r2#ea546ftab_r3$td£$b£3.0%$/b£$/td£§-12.3$/td£$/tr£$tr£$td£PLR$/td£tab_r15tab_r2#6268AFtab_r3$td£$b£3.0%$/b£$/td£§+2.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£547$/b£$br£Tasso di partecipazione: $b£57.8%$/b£ (+7.3%)","Mitte"
6286,"Lalden VS","tab_h_it$tr£$td£Centro$/td£tab_r171tab_r2#f39f5etab_r3$td£$b£47.3%$/b£$/td£§-13.4$/td£$/tr£$tr£$td£UDC$/td£tab_r152tab_r2#547d34tab_r3$td£$b£34.7%$/b£$/td£§+9.1$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£10.7%$/b£$/td£§+4.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£360$/b£$br£Tasso di partecipazione: $b£72.1%$/b£ (+5.3%)","Mitte"
6287,"Randa VS","tab_h_it$tr£$td£Centro$/td£tab_r177tab_r2#f39f5etab_r3$td£$b£51.3%$/b£$/td£§-6.6$/td£$/tr£$tr£$td£UDC$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.3%$/b£$/td£§+9.3$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£6.4%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£PS$/td£tab_r18tab_r2#ea546ftab_r3$td£$b£5.6%$/b£$/td£§-6.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.1%$/b£$/td£§-1.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£168$/b£$br£Tasso di partecipazione: $b£64.6%$/b£ (+1.5%)","Mitte"
6288,"Saas-Almagell VS","tab_h_it$tr£$td£Centro$/td£tab_r195tab_r2#f39f5etab_r3$td£$b£63.3%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.0%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£PLR$/td£tab_r15tab_r2#6268AFtab_r3$td£$b£3.1%$/b£$/td£§-1.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£221$/b£$br£Tasso di partecipazione: $b£82.4%$/b£ (+3.0%)","Mitte"
6289,"Saas-Balen VS","tab_h_it$tr£$td£Centro$/td£tab_r189tab_r2#f39f5etab_r3$td£$b£59.5%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£34.2%$/b£$/td£§-4.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£225$/b£$br£Tasso di partecipazione: $b£83.6%$/b£ (+13.5%)","Mitte"
6290,"Saas-Fee VS","tab_h_it$tr£$td£Centro$/td£tab_r193tab_r2#f39f5etab_r3$td£$b£61.9%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£UDC$/td£tab_r133tab_r2#547d34tab_r3$td£$b£21.9%$/b£$/td£§+1.4$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.1%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PS$/td£tab_r17tab_r2#ea546ftab_r3$td£$b£4.9%$/b£$/td£§+1.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£536$/b£$br£Tasso di partecipazione: $b£60.2%$/b£ (-3.3%)","Mitte"
6291,"Saas-Grund VS","tab_h_it$tr£$td£Centro$/td£tab_r183tab_r2#f39f5etab_r3$td£$b£55.4%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£UDC$/td£tab_r156tab_r2#547d34tab_r3$td£$b£37.2%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r17tab_r2#6268AFtab_r3$td£$b£4.5%$/b£$/td£§+2.1$/td£$/tr£$/table£$br£Schede elettorali valide: $b£504$/b£$br£Tasso di partecipazione: $b£71.0%$/b£ (+2.1%)","Mitte"
6292,"St. Niklaus VS","tab_h_it$tr£$td£Centro$/td£tab_r179tab_r2#f39f5etab_r3$td£$b£52.7%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£UDC$/td£tab_r161tab_r2#547d34tab_r3$td£$b£40.4%$/b£$/td£§+3.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£849$/b£$br£Tasso di partecipazione: $b£53.3%$/b£ (-0.3%)","Mitte"
6293,"Stalden VS","tab_h_it$tr£$td£Centro$/td£tab_r192tab_r2#f39f5etab_r3$td£$b£61.6%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.5%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PS$/td£tab_r15tab_r2#ea546ftab_r3$td£$b£3.6%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£471$/b£$br£Tasso di partecipazione: $b£59.1%$/b£ (-5.5%)","Mitte"
6294,"Staldenried VS","tab_h_it$tr£$td£Centro$/td£tab_r192tab_r2#f39f5etab_r3$td£$b£61.2%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.7%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£PS$/td£tab_r111tab_r2#ea546ftab_r3$td£$b£7.3%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£PLR$/td£tab_r15tab_r2#6268AFtab_r3$td£$b£3.0%$/b£$/td£§+1.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£323$/b£$br£Tasso di partecipazione: $b£72.7%$/b£ (-1.0%)","Mitte"
6295,"Täsch VS","tab_h_it$tr£$td£Centro$/td£tab_r165tab_r2#f39f5etab_r3$td£$b£43.1%$/b£$/td£§-7.3$/td£$/tr£$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.6%$/b£$/td£§+5.9$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.0%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PS$/td£tab_r19tab_r2#ea546ftab_r3$td£$b£5.9%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.3%$/b£$/td£§-2.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£198$/b£$br£Tasso di partecipazione: $b£45.9%$/b£ (-0.4%)","Mitte"
6296,"Törbel VS","tab_h_it$tr£$td£Centro$/td£tab_r175tab_r2#f39f5etab_r3$td£$b£50.1%$/b£$/td£§-26.6$/td£$/tr£$tr£$td£UDC$/td£tab_r165tab_r2#547d34tab_r3$td£$b£43.3%$/b£$/td£§+25.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£301$/b£$br£Tasso di partecipazione: $b£75.2%$/b£ (-1.5%)","Mitte"
6297,"Visp VS","tab_h_it$tr£$td£Centro$/td£tab_r181tab_r2#f39f5etab_r3$td£$b£53.9%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£26.2%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.7%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PLR$/td£tab_r19tab_r2#6268AFtab_r3$td£$b£6.0%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.6%$/b£$/td£§-1.5$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'481$/b£$br£Tasso di partecipazione: $b£52.2%$/b£ (-2.6%)","Mitte"
6298,"Visperterminen VS","tab_h_it$tr£$td£Centro$/td£tab_r162tab_r2#f39f5etab_r3$td£$b£41.3%$/b£$/td£§-17.4$/td£$/tr£$tr£$td£PLR$/td£tab_r134tab_r2#6268AFtab_r3$td£$b£22.6%$/b£$/td£§+22.0$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£17.8%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.5%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.5%$/b£$/td£§-1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£752$/b£$br£Tasso di partecipazione: $b£73.0%$/b£ (+5.1%)","Mitte"
6299,"Zeneggen VS","tab_h_it$tr£$td£Centro$/td£tab_r178tab_r2#f39f5etab_r3$td£$b£52.0%$/b£$/td£§-5.4$/td£$/tr£$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.7%$/b£$/td£§+12.7$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£11.9%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.8%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.2%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£131$/b£$br£Tasso di partecipazione: $b£60.6%$/b£ (-2.6%)","Mitte"
6300,"Zermatt VS","tab_h_it$tr£$td£Centro$/td£tab_r173tab_r2#f39f5etab_r3$td£$b£48.5%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£31.0%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r118tab_r2#6268AFtab_r3$td£$b£12.3%$/b£$/td£§+1.8$/td£$/tr£$tr£$td£PS$/td£tab_r15tab_r2#ea546ftab_r3$td£$b£3.3%$/b£$/td£§-0.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r15tab_r2#26b300tab_r3$td£$b£3.2%$/b£$/td£§-1.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'300$/b£$br£Tasso di partecipazione: $b£48.4%$/b£ (+0.7%)","Mitte"
6404,"Boudry NE","tab_h_it$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.7%$/b£$/td£§+5.8$/td£$/tr£$tr£$td£PLR$/td£tab_r134tab_r2#6268AFtab_r3$td£$b£22.5%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.4%$/b£$/td£§+8.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.7%$/b£$/td£§-7.3$/td£$/tr£$tr£$td£POP$/td£tab_r111tab_r2#792a8ftab_r3$td£$b£7.4%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.0%$/b£$/td£§-3.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'402$/b£$br£Tasso di partecipazione: $b£37.7%$/b£ (+2.3%)","SP"
6408,"Cortaillod NE","tab_h_it$tr£$td£PLR$/td£tab_r141tab_r2#6268AFtab_r3$td£$b£27.7%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PS$/td£tab_r134tab_r2#ea546ftab_r3$td£$b£22.8%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£UDC$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.4%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r124tab_r2#26b300tab_r3$td£$b£15.8%$/b£$/td£§-7.8$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.5%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£POP$/td£tab_r19tab_r2#792a8ftab_r3$td£$b£6.1%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'251$/b£$br£Tasso di partecipazione: $b£41.2%$/b£ (+1.3%)","FDP"
6413,"Rochefort NE","tab_h_it$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£25.0%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r135tab_r2#26b300tab_r3$td£$b£23.6%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.3%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£UDC$/td£tab_r126tab_r2#547d34tab_r3$td£$b£17.6%$/b£$/td£§+7.9$/td£$/tr£$tr£$td£POP$/td£tab_r110tab_r2#792a8ftab_r3$td£$b£6.6%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.6%$/b£$/td£§-3.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£511$/b£$br£Tasso di partecipazione: $b£49.1%$/b£ (+1.1%)","FDP"
6416,"Milvignes NE","tab_h_it$tr£$td£PLR$/td£tab_r142tab_r2#6268AFtab_r3$td£$b£27.9%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.0%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r124tab_r2#26b300tab_r3$td£$b£15.8%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£UDC$/td£tab_r122tab_r2#547d34tab_r3$td£$b£15.0%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.1%$/b£$/td£§-4.1$/td£$/tr£$tr£$td£POP$/td£tab_r111tab_r2#792a8ftab_r3$td£$b£7.2%$/b£$/td£§-0.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'675$/b£$br£Tasso di partecipazione: $b£43.5%$/b£ (-0.6%)","FDP"
6417,"La Grande Béroche NE","tab_h_it$tr£$td£PLR$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.5%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PS$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.3%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£UDC$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.5%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§-7.5$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.5%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£POP$/td£tab_r19tab_r2#792a8ftab_r3$td£$b£5.8%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£2'645$/b£$br£Tasso di partecipazione: $b£42.7%$/b£ (+1.5%)","FDP"
6421,"La Chaux-de-Fonds NE","tab_h_it$tr£$td£POP$/td£tab_r134tab_r2#792a8ftab_r3$td£$b£22.8%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.3%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r126tab_r2#26b300tab_r3$td£$b£17.3%$/b£$/td£§-4.1$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£16.0%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.7%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.3%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£Centro$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.9%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£7'964$/b£$br£Tasso di partecipazione: $b£36.9%$/b£ (-0.5%)","PdA"
6422,"Les Planchettes NE","tab_h_it$tr£$td£UDC$/td£tab_r165tab_r2#547d34tab_r3$td£$b£43.6%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£POP$/td£tab_r124tab_r2#792a8ftab_r3$td£$b£15.7%$/b£$/td£§-4.2$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.7%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.2%$/b£$/td£§-8.0$/td£$/tr£$tr£$td£PS$/td£tab_r116tab_r2#ea546ftab_r3$td£$b£11.0%$/b£$/td£§+4.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£101$/b£$br£Tasso di partecipazione: $b£60.8%$/b£ (+9.3%)","SVP"
